RAM Address (Nr),Variable Name,Description (Original German),Description (Translated English),Unit,NA Formula Number,Normwert (Quantization),Tester Display Range,System Constraints / Code Conditions
1532,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1532,Unassigned RAM Address / Reserved Channel 1532,,,,,
1533,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1533,Unassigned RAM Address / Reserved Channel 1533,,,,,
1534,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1534,Unassigned RAM Address / Reserved Channel 1534,,,,,
1535,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1535,Unassigned RAM Address / Reserved Channel 1535,,,,,
1536,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1536,Unassigned RAM Address / Reserved Channel 1536,,,,,
1537,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1537,Unassigned RAM Address / Reserved Channel 1537,,,,,
1538,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1538,Unassigned RAM Address / Reserved Channel 1538,,,,,
1539,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1539,Unassigned RAM Address / Reserved Channel 1539,,,,,
1540,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1540,Unassigned RAM Address / Reserved Channel 1540,,,,,
1541,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1541,Unassigned RAM Address / Reserved Channel 1541,,,,,
1542,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1542,Unassigned RAM Address / Reserved Channel 1542,,,,,
1543,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1543,Unassigned RAM Address / Reserved Channel 1543,,,,,
1544,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1544,Unassigned RAM Address / Reserved Channel 1544,,,,,
1545,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1545,Unassigned RAM Address / Reserved Channel 1545,,,,,
1546,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1546,Unassigned RAM Address / Reserved Channel 1546,,,,,
1547,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1547,Unassigned RAM Address / Reserved Channel 1547,,,,,
1548,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1548,Unassigned RAM Address / Reserved Channel 1548,,,,,
1549,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1549,Unassigned RAM Address / Reserved Channel 1549,,,,,
1550,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1550,Unassigned RAM Address / Reserved Channel 1550,,,,,
1551,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1551,Unassigned RAM Address / Reserved Channel 1551,,,,,
1552,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1552,Unassigned RAM Address / Reserved Channel 1552,,,,,
1553,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1553,Unassigned RAM Address / Reserved Channel 1553,,,,,
1554,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1554,Unassigned RAM Address / Reserved Channel 1554,,,,,
1555,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1555,Unassigned RAM Address / Reserved Channel 1555,,,,,
1556,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1556,Unassigned RAM Address / Reserved Channel 1556,,,,,
1557,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1557,Unassigned RAM Address / Reserved Channel 1557,,,,,
1558,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1558,Unassigned RAM Address / Reserved Channel 1558,,,,,
1559,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1559,Unassigned RAM Address / Reserved Channel 1559,,,,,
1560,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1560,Unassigned RAM Address / Reserved Channel 1560,,,,,
1561,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1561,Unassigned RAM Address / Reserved Channel 1561,,,,,
1562,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1562,Unassigned RAM Address / Reserved Channel 1562,,,,,
1563,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1563,Unassigned RAM Address / Reserved Channel 1563,,,,,
1564,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1564,Unassigned RAM Address / Reserved Channel 1564,,,,,
1565,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1565,Unassigned RAM Address / Reserved Channel 1565,,,,,
1566,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1566,Unassigned RAM Address / Reserved Channel 1566,,,,,
1567,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1567,Unassigned RAM Address / Reserved Channel 1567,,,,,
1568,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1568,Unassigned RAM Address / Reserved Channel 1568,,,,,
1569,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1569,Unassigned RAM Address / Reserved Channel 1569,,,,,
1570,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1570,Unassigned RAM Address / Reserved Channel 1570,,,,,
1571,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1571,Unassigned RAM Address / Reserved Channel 1571,,,,,
1572,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1572,Unassigned RAM Address / Reserved Channel 1572,,,,,
1573,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1573,Unassigned RAM Address / Reserved Channel 1573,,,,,
1574,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1574,Unassigned RAM Address / Reserved Channel 1574,,,,,
1575,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1575,Unassigned RAM Address / Reserved Channel 1575,,,,,
1576,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1576,Unassigned RAM Address / Reserved Channel 1576,,,,,
1577,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1577,Unassigned RAM Address / Reserved Channel 1577,,,,,
1578,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1578,Unassigned RAM Address / Reserved Channel 1578,,,,,
1579,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1579,Unassigned RAM Address / Reserved Channel 1579,,,,,
1580,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1580,Unassigned RAM Address / Reserved Channel 1580,,,,,
1581,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1581,Unassigned RAM Address / Reserved Channel 1581,,,,,
1582,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1582,Unassigned RAM Address / Reserved Channel 1582,,,,,
1583,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1583,Unassigned RAM Address / Reserved Channel 1583,,,,,
1584,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1584,Unassigned RAM Address / Reserved Channel 1584,,,,,
1585,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1585,Unassigned RAM Address / Reserved Channel 1585,,,,,
1586,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1586,Unassigned RAM Address / Reserved Channel 1586,,,,,
1587,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1587,Unassigned RAM Address / Reserved Channel 1587,,,,,
1588,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1588,Unassigned RAM Address / Reserved Channel 1588,,,,,
1589,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1589,Unassigned RAM Address / Reserved Channel 1589,,,,,
1590,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1590,Unassigned RAM Address / Reserved Channel 1590,,,,,
1591,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1591,Unassigned RAM Address / Reserved Channel 1591,,,,,
1592,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1592,Unassigned RAM Address / Reserved Channel 1592,,,,,
1593,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1593,Unassigned RAM Address / Reserved Channel 1593,,,,,
1594,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1594,Unassigned RAM Address / Reserved Channel 1594,,,,,
1595,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1595,Unassigned RAM Address / Reserved Channel 1595,,,,,
1596,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1596,Unassigned RAM Address / Reserved Channel 1596,,,,,
1597,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1597,Unassigned RAM Address / Reserved Channel 1597,,,,,
1598,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1598,Unassigned RAM Address / Reserved Channel 1598,,,,,
1599,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1599,Unassigned RAM Address / Reserved Channel 1599,,,,,
1600,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1600,Unassigned RAM Address / Reserved Channel 1600,,,,,
1601,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1601,Unassigned RAM Address / Reserved Channel 1601,,,,,
1602,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1602,Unassigned RAM Address / Reserved Channel 1602,,,,,
1603,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1603,Unassigned RAM Address / Reserved Channel 1603,,,,,
1604,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1604,Unassigned RAM Address / Reserved Channel 1604,,,,,
1605,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1605,Unassigned RAM Address / Reserved Channel 1605,,,,,
1606,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1606,Unassigned RAM Address / Reserved Channel 1606,,,,,
1607,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1607,Unassigned RAM Address / Reserved Channel 1607,,,,,
1608,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1608,Unassigned RAM Address / Reserved Channel 1608,,,,,
1609,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1609,Unassigned RAM Address / Reserved Channel 1609,,,,,
1610,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1610,Unassigned RAM Address / Reserved Channel 1610,,,,,
1611,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1611,Unassigned RAM Address / Reserved Channel 1611,,,,,
1612,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1612,Unassigned RAM Address / Reserved Channel 1612,,,,,
1613,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1613,Unassigned RAM Address / Reserved Channel 1613,,,,,
1614,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1614,Unassigned RAM Address / Reserved Channel 1614,,,,,
1615,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1615,Unassigned RAM Address / Reserved Channel 1615,,,,,
1616,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1616,Unassigned RAM Address / Reserved Channel 1616,,,,,
1617,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1617,Unassigned RAM Address / Reserved Channel 1617,,,,,
1618,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1618,Unassigned RAM Address / Reserved Channel 1618,,,,,
1619,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1619,Unassigned RAM Address / Reserved Channel 1619,,,,,
1620,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1620,Unassigned RAM Address / Reserved Channel 1620,,,,,
1621,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1621,Unassigned RAM Address / Reserved Channel 1621,,,,,
1622,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1622,Unassigned RAM Address / Reserved Channel 1622,,,,,
1623,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1623,Unassigned RAM Address / Reserved Channel 1623,,,,,
1624,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1624,Unassigned RAM Address / Reserved Channel 1624,,,,,
1625,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1625,Unassigned RAM Address / Reserved Channel 1625,,,,,
1626,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1626,Unassigned RAM Address / Reserved Channel 1626,,,,,
1627,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1627,Unassigned RAM Address / Reserved Channel 1627,,,,,
1628,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1628,Unassigned RAM Address / Reserved Channel 1628,,,,,
1629,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1629,Unassigned RAM Address / Reserved Channel 1629,,,,,
1630,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1630,Unassigned RAM Address / Reserved Channel 1630,,,,,
1631,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1631,Unassigned RAM Address / Reserved Channel 1631,,,,,
1632,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1632,Unassigned RAM Address / Reserved Channel 1632,,,,,
1633,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1633,Unassigned RAM Address / Reserved Channel 1633,,,,,
1634,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1634,Unassigned RAM Address / Reserved Channel 1634,,,,,
1635,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1635,Unassigned RAM Address / Reserved Channel 1635,,,,,
1636,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1636,Unassigned RAM Address / Reserved Channel 1636,,,,,
1637,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1637,Unassigned RAM Address / Reserved Channel 1637,,,,,
1638,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1638,Unassigned RAM Address / Reserved Channel 1638,,,,,
1639,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1639,Unassigned RAM Address / Reserved Channel 1639,,,,,
1640,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1640,Unassigned RAM Address / Reserved Channel 1640,,,,,
1641,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1641,Unassigned RAM Address / Reserved Channel 1641,,,,,
1642,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1642,Unassigned RAM Address / Reserved Channel 1642,,,,,
1643,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1643,Unassigned RAM Address / Reserved Channel 1643,,,,,
1644,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1644,Unassigned RAM Address / Reserved Channel 1644,,,,,
1645,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1645,Unassigned RAM Address / Reserved Channel 1645,,,,,
1646,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1646,Unassigned RAM Address / Reserved Channel 1646,,,,,
1647,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1647,Unassigned RAM Address / Reserved Channel 1647,,,,,
1648,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1648,Unassigned RAM Address / Reserved Channel 1648,,,,,
1649,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1649,Unassigned RAM Address / Reserved Channel 1649,,,,,
1650,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1650,Unassigned RAM Address / Reserved Channel 1650,,,,,
1651,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1651,Unassigned RAM Address / Reserved Channel 1651,,,,,
1652,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1652,Unassigned RAM Address / Reserved Channel 1652,,,,,
1653,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1653,Unassigned RAM Address / Reserved Channel 1653,,,,,
1654,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1654,Unassigned RAM Address / Reserved Channel 1654,,,,,
1655,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1655,Unassigned RAM Address / Reserved Channel 1655,,,,,
1656,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1656,Unassigned RAM Address / Reserved Channel 1656,,,,,
1657,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1657,Unassigned RAM Address / Reserved Channel 1657,,,,,
1658,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1658,Unassigned RAM Address / Reserved Channel 1658,,,,,
1659,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1659,Unassigned RAM Address / Reserved Channel 1659,,,,,
1660,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1660,Unassigned RAM Address / Reserved Channel 1660,,,,,
1661,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1661,Unassigned RAM Address / Reserved Channel 1661,,,,,
1662,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1662,Unassigned RAM Address / Reserved Channel 1662,,,,,
1663,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1663,Unassigned RAM Address / Reserved Channel 1663,,,,,
1664,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1664,Unassigned RAM Address / Reserved Channel 1664,,,,,
1665,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1665,Unassigned RAM Address / Reserved Channel 1665,,,,,
1666,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1666,Unassigned RAM Address / Reserved Channel 1666,,,,,
1667,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1667,Unassigned RAM Address / Reserved Channel 1667,,,,,
1668,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1668,Unassigned RAM Address / Reserved Channel 1668,,,,,
1669,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1669,Unassigned RAM Address / Reserved Channel 1669,,,,,
1670,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1670,Unassigned RAM Address / Reserved Channel 1670,,,,,
1671,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1671,Unassigned RAM Address / Reserved Channel 1671,,,,,
1672,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1672,Unassigned RAM Address / Reserved Channel 1672,,,,,
1673,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1673,Unassigned RAM Address / Reserved Channel 1673,,,,,
1674,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1674,Unassigned RAM Address / Reserved Channel 1674,,,,,
1675,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1675,Unassigned RAM Address / Reserved Channel 1675,,,,,
1676,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1676,Unassigned RAM Address / Reserved Channel 1676,,,,,
1677,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1677,Unassigned RAM Address / Reserved Channel 1677,,,,,
1678,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1678,Unassigned RAM Address / Reserved Channel 1678,,,,,
1679,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1679,Unassigned RAM Address / Reserved Channel 1679,,,,,
1680,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1680,Unassigned RAM Address / Reserved Channel 1680,,,,,
1681,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1681,Unassigned RAM Address / Reserved Channel 1681,,,,,
1682,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1682,Unassigned RAM Address / Reserved Channel 1682,,,,,
1683,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1683,Unassigned RAM Address / Reserved Channel 1683,,,,,
1684,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1684,Unassigned RAM Address / Reserved Channel 1684,,,,,
1685,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1685,Unassigned RAM Address / Reserved Channel 1685,,,,,
1686,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1686,Unassigned RAM Address / Reserved Channel 1686,,,,,
1687,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1687,Unassigned RAM Address / Reserved Channel 1687,,,,,
1688,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1688,Unassigned RAM Address / Reserved Channel 1688,,,,,
1689,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1689,Unassigned RAM Address / Reserved Channel 1689,,,,,
1690,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1690,Unassigned RAM Address / Reserved Channel 1690,,,,,
1691,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1691,Unassigned RAM Address / Reserved Channel 1691,,,,,
1692,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1692,Unassigned RAM Address / Reserved Channel 1692,,,,,
1693,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1693,Unassigned RAM Address / Reserved Channel 1693,,,,,
1694,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1694,Unassigned RAM Address / Reserved Channel 1694,,,,,
1695,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1695,Unassigned RAM Address / Reserved Channel 1695,,,,,
1696,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 1696,Unassigned RAM Address / Reserved Channel 1696,,,,,
